"#","Game","Release date","Price","Score rank(Userscore / Metascore)","Owners","Playtime (Median)","Developer(s)","Publisher(s)"
"6671","JUMPGRID","Feb 12, 2019","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ian MacLarty","Shape Shop"
"6672","Mambo Wave","Jan 8, 2021","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Game Breaker Studios","HaDe Games"
"6673","Trifox","Oct 14, 2022","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Glowfish Interactive","Big Sugar"
"6674","Alpaca Ball: Allstars","Oct 15, 2020","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Salt Castle Studio","Leoful"
"6675","Super XYX","Aug 10, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Team Grybanser Fox","Team Grybanser Fox"
"6676","Hellblusser","Aug 10, 2021","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Sokpop Collective","Sokpop Collective"
"6679","Deadburg","Mar 15, 2022","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Reanimated Games","Reanimated Games"
"6681","Battlesloths 2025: The Great Pizza Wars","Jun 6, 2017","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Invisible Collective","Invisible Collective"
"6683","东方十昊狱 ～ Hella Dazzling Hell!!","Apr 30, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Lonhong Team","Lonhong Media"
"6684","Dreamstones","Nov 9, 2017","$11.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Windybeard","Windybeard"
"6685","Dragon's Lair 2: Time Warp","Jun 16, 1991","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Digital Leisure Inc.","Digital Leisure Inc."
"6686","Eternal Dread 2","Dec 13, 2019","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Hitbear Studio","Hitbear Studio"
"6689","One Gun: Cat","Sep 30, 2017","$10.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Erow.Dev","Erow.Dev"
"6690","Spire of Glory","Dec 3, 2022","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ferran Pla","Ferran Pla"
"6691","Drifting with Maxwell Cat: The Game","Feb 17, 2023","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","GameToTop","GameToTop"
"6692","Tomato Way 2","Jul 10, 2018","$0.79","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Vladislav Castillo Gonzalez","Vladislav Castillo Gonzalez"
"6693","Aqua Moto Racing Utopia","Nov 30, 2016","$12.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Zordix AB","Zordix AB"
"6694","Gun World VR","Oct 14, 2021","$15.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Alto Interactive","Alto Interactive"
"6696","Rise of the Slime","May 20, 2021","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Bunkovsky Games","Mitredel"
"6697","Override 2: Super Mech League","Dec 22, 2020","$29.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Modus Studios Brazil","Modus Games"
"6699","Outbreak","Jan 17, 2017","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Dead Drop Studios LLC","Dead Drop Studios LLC"
"6702","STRIKERS 1945 II","May 29, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","CITY CONNECTION, Zerodiv","CITY CONNECTION"
"6703","Mibibli's Quest","Aug 4, 2016","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Resni","resnijars"
"6704","Vision Soft Reset","Jan 16, 2019","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Seafloor Games LLC","Seafloor Games LLC"
"6705","Natsuki Chronicles","Feb 18, 2021","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Qute","Rising Star Games"
"6706","The Magister","Sep 2, 2021","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Nerdook Productions","Digerati"
"6707","Archibald's Adventures","Jun 10, 2016","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Rake in Grass","Rake in Grass"
"6708","ppL","Jun 21, 2021","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","2D Digital studio","2D Digital studio"
"6709","Post Soviet Zombies","Jul 26, 2019","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ascension Studio","Ascension Studio"
"6710","Red Valley","May 9, 2022","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","616 GAMES","616 GAMES"
"6711","入替人-ReplaceR-","Jul 22, 2021","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ラルカス","ラルカス"
"6714","Final Directive","Feb 1, 2018","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Lazy Monday Games","Lazy Monday Ltd"
"6715","Heathen - The sons of the law","Dec 18, 2018","$17.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Frog Factory","The Box Studio"
"6716","A Bloody Night","Jun 22, 2017","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Emanuele Leoncilli","Elder Leaf Studio"
"6717","Cannibal Cuisine","May 20, 2020","$12.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Rocket Vulture","Rocket Vulture"
"6724","Super Dangerous Dungeons","Jul 2, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Adventure Islands","Adventure Islands"
"6725","Lotion samurai","Jun 3, 2020","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Retsu Teikoku","Retsu Teikoku"
"6729","Poggers","Mar 13, 2019","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ZaxtorGameS","ZaxtorGameS"
"6731","Nepenthe","May 17, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Yitz","yours truly"
"6732","Black Baby","Feb 23, 2021","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Santaclos","Santaclos"
"6733","Ultra Space Battle Brawl","Oct 4, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Mojiken","Toge Productions"
"6734","Police Response VR : Disturbance","Apr 6, 2022","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Caltain VR Ltd","Caltain VR Ltd"
"6735","Skellboy Refractured","Jan 13, 2021","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","UmaikiGames","UmaikiGames"
"6736","NecroBouncer","Dec 8, 2022","$13.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Alchemy Sheep","Ravenage Games, IndieArk"
"6738","Adventure in the Tower of Flight","Dec 23, 2015","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Pixel Barrage Entertainment, Inc.","Pixel Barrage Entertainment, Inc."
"6739","Gon' E-Choo!","Nov 25, 2015","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Marc Ellis","Marc Ellis"
"6740","Gurgamoth","Feb 16, 2016","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Galvanic Games","Galvanic Games"
"6742","Slave Princess Sarah","Dec 11, 2020","$7.49","N/A (N/A)","0 .. 20,000","00:00 (00:00)","StudioS","Eroge Japan"
"6743","Reload","Feb 13, 2015","$0.74","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Top3Line s.r.o.","Mastiff"
"6744","Running Through Russia 2","Jun 15, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Spell Helix","Spell Helix"
"6745","Balls Royale","Apr 8, 2020","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Meaty Ore Games","Meaty Ore Games"
"6746","Stifled - Echolocation Horror Mystery","Jul 10, 2018","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Gattai Games","Gattai Games"
"6748","Killer in the cabin","May 12, 2022","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Games People Play","Games People Play"
"6750","Nongunz: Doppelganger Edition","May 7, 2021","$3.24","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Brainwash Gang","Digerati"
"6751","ROM: Extraction","Dec 7, 2016","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","First Contact Entertainment","First Contact Entertainment"
"6753","Trashed","Feb 17, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Josh Presseisen","Crescent Moon Games"
"6755","ROGAN: The Thief in the Castle","Jul 5, 2019","$39.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Smilegate Entertainment","Smilegate Entertainment"
"6757","Survival: Lost Way","Feb 4, 2021","$11.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","SimplePlan","SimplePlan"
"6759","Prodigy Tactics","Sep 28, 2018","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Hanakai Studio","Forever Entertainment S. A., SIG Publishing"
"6762","Urge","Nov 15, 2021","$17.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","EnDrew","EnDrew"
"6763","Real Heroes: Firefighter HD","Jan 21, 2021","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Epicenter Studios, Scientifically Proven","Ziggurat"
"6764","Russia Roguelike","Jun 17, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ольга","Ольга"
"6765","Beekyr Reloaded","Nov 14, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","KaleidoGames","KaleidoGames"
"6767","Wunderdoktor","Oct 11, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ghostbutter","Ghostbutter"
"6768","Tanks in Labyrinth","Feb 3, 2023","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Rogalik","Rogalik"
"6769","Apocalyptic Vibes","Mar 1, 2023","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Amanito Computing","Amanito Computing"
"6770","Cosmonator","Jan 21, 2019","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Bourbontank","Bourbontank"
"6771","Deathbloom: Chapter 1","May 16, 2019","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Vincent Lade","Vincent Lade"
"6772","Morphies Law: Remorphed","Jul 30, 2019","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Cosmoscope GmbH","Cosmoscope GmbH"
"6773","Heroes Of Maidan 2","Jan 21, 2019","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","LuftWaffel","LuftWaffel"
"6774","Wyv and Keep: The Temple of the Lost Idol","Aug 8, 2014","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","A Jolly Corpse","A Jolly Corpse"
"6775","Quell 4D","Oct 14, 2016","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Rubycone","Rubycone"
"6777","Subdivision Infinity DX","Aug 7, 2019","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","MistFly Games","Crescent Moon Games"
"6778","BLACK WITCHCRAFT","Sep 26, 2022","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","QuattroGear","HIKE Inc."
"6779","River City Girls Zero","Sep 21, 2022","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","WayForward","WayForward, Arc System Works"
"6780","Romancelvania","Mar 7, 2023","$24.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","The Deep End Games","2124 Publishing"
"6781","Clown Of Duty","Nov 26, 2022","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","RIVERSIDE SPORTS","RIVERSIDE SPORTS"
"6784","Andro Dunos II","Mar 25, 2022","$17.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Picorinne Soft","Just For Games, PixelHeart"
"6785","Trash Quest","Apr 26, 2021","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Francis Vace","Francis Vace"
"6787","Castle Break","Feb 19, 2019","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Pavel Snytko","Pavel Snytko"
"6788","Meat Beating: No More Horny","Apr 7, 2021","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Kofi-S","ShangkoStudio"
"6789","King Oddball","Sep 9, 2016","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","10tons Ltd","10tons Ltd"
"6790","My Night Job","Apr 21, 2016","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Webcore Games","Webcore Games"
"6791","A game that saves the muscles caught in the ceiling of the gymnasium","Jun 28, 2022","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","くそいサイト","くそいサイト"
"6792","REPLIKATOR","May 11, 2022","$6.59","N/A (N/A)","0 .. 20,000","00:00 (00:00)","R_Games","Meridian4, R_Games"
"6793","Santhai","Jan 13, 2022","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Hardworker Studio, Rachan Neamprasert","Rachan Neamprasert"
"6794","XO","Dec 2, 2019","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Jumpdrive Studios","Jumpdrive Studios"
"6795","The Land of Exile","Oct 4, 2019","$8.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","CCCuiyao","CCCuiyao"
"6796","Noara: The Conspiracy","Nov 14, 2021","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Atypique Studio","Atypique Studio"
"6797","Omega Pilot","Sep 2, 2022","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","XOCUS","XOCUS"
"6799","Reign of Bullets","Aug 19, 2015","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Critical Bit","Critical Bit, Triangle Studios"
"6800","Chevo Lurker: Exodus","Oct 12, 2017","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Perverse Games","Perverse Games"
"6801","Monsters and Monocles","Aug 16, 2016","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Retro Dreamer","Retro Dreamer"
"6803","Disney Tangled","Nov 19, 2010","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Planet Moon Studios","Disney"
"6804","DEADCRAFT","May 19, 2022","$24.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Marvelous Inc.","XSEED Games, Marvelous USA, Inc., Marvelous"
"6805","30 days to survive","Mar 16, 2021","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","HeX","Laush Studio"
"6806","MoonQuest","Feb 25, 2020","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Wizard Mode","Wizard Mode"
"6807","Isles of Yore","Feb 10, 2022","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","MaverickMatryoshka","MaverickMatryoshka"
"6809","Pirates of the Polygon Sea","Nov 30, 2018","$8.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Praxia Entertainment","Praxia Entertainment"
"6810","Knockout Party","Sep 11, 2020","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Toxic Studio","Toxic Studio"
"6811","Untamed: Life Of A Cougar","Aug 27, 2015","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","OCCA Studios","Strategy First"
"6813","ASTRAL","Nov 26, 2018","$8.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Hype ProductionZ","Hype ProductionZ"
"6819","Aura of Worlds","Apr 24, 2018","$12.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Cognitive Forge","Cognitive Forge"
"6820","Witch of Ice Kingdom Ⅱ","Jan 2, 2017","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Windward_Birds","XNZONE"
"6822","The Other Half","Nov 2, 2018","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Studio Egg Roll","Studio Egg Roll"
"6824","Figure Simulator War","Oct 26, 2019","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","H-GIRL","H-GIRL"
"6827","Minions Battle","May 17, 2019","$0.28","N/A (N/A)","0 .. 20,000","00:00 (00:00)","RewindApp","RewindApp"
"6828","Britannic","Jan 17, 2020","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Interactive Gaming Studios","Interactive Gaming Studios"
"6829","Clid The Snail","Dec 15, 2021","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Weird Beluga Studio S.L.","PLAION"
"6830","Putrefaction 2: Rumble in the hometown","Oct 11, 2017","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Kazakov Oleg","Kazakov Oleg"
"6832","Moss Destruction","Mar 1, 2019","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Shotgun with Glitters","Shotgun with Glitters"
"6834","Heart attack","Jan 17, 2023","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","LilMemes Production","LilMemes Production"
"6835","Hospitality VR","Aug 17, 2020","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","David Flossdorf","flossdorfgames"
"6838","血战夹皮沟","Dec 14, 2019","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","不想上班工作室™","大沃电艺"
"6839","[Chilla's Art] Onryo | 怨霊","Apr 24, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Chilla's Art","Chilla's Art"
"6840","Gamble Fight Plus","Apr 19, 2019","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","One Man Army","Eroge Japan"
"6841","Bloody Glimpse","Oct 4, 2017","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Racing Bros","ANPA.US"
"6844","Lost Region","Aug 15, 2019","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Farom Studio","Farom Studio"
"6846","Super Arcade Racing","Oct 15, 2019","$12.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","OutOfTheBit Ltd","OutOfTheBit Ltd"
"6848","Super Skelemania","Nov 17, 2017","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ben Allen, Miroko, Ayrayen","Ben Allen"
"6849","Block'Em!","Sep 8, 2022","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Cat Shawl Games","Curve Games, IndieArk, Aurora Punks"
"6850","Super Jagua","Sep 15, 2016","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","cbritez","cbritez"
"6852","Legion 51","Nov 20, 2019","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Nik Zayne","Nik Zayne"
"6854","Burning Knight","Jun 5, 2020","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Rexcellent Games","2Awesome Studio"
"6855","Demon Skin","Apr 13, 2021","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ludus future","ESDigital Games"
"6856","Katana X","Jun 9, 2017","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Aargle, LLC","Aargle, LLC"
"6857","NAMCO MUSEUM ARCHIVES Vol 1","Jun 17, 2020","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","M2 Co.,LTD","BANDAI NAMCO Entertainment"
"6858","Liberte","Feb 15, 2022","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Superstatic","Anshar Publishing"
"6860","PROZE: Enlightenment","Apr 25, 2019","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","SignSine","SignSine"
"6861","RollerCoaster VR Universe","May 15, 2020","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","damian3k","damian3k"
"6862","Sword Reverie","Jan 21, 2022","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Isekai Entertainment","Isekai Entertainment"
"6863","Quest Rooms","Mar 11, 2020","$12.39","N/A (N/A)","0 .. 20,000","00:00 (00:00)","The Spiteful Games","The Spiteful Games"
"6864","FALL GIRLS","Mar 26, 2022","$2.79","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Squid Developer","BanzaiProject"
"6865","Malebolgia","May 6, 2015","$12.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","DascuMaru","DascuMaru"
"6866","Dollhouse","May 24, 2019","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Creazn Studio","SOEDESCO"
"6867","Astral Terra","Nov 10, 2015","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Tethys Interactive LLC","Tethys Interactive LLC"
"6870","EndCycle VS","Apr 20, 2022","$29.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","12B3","12B3, Hawthorn Games"
"6871","Cavity Busters","Mar 18, 2022","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","SpaceMyFriend, Ben Ridge","SpaceMyFriend"
"6872","TEOCIDA","Dec 24, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Vikintor","Vikintor Interactive"
"6873","helionaut","Jul 6, 2020","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Sokpop Collective","Sokpop Collective"
"6874","PsiloSybil","Dec 6, 2021","$17.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","bad_vertex","bad_vertex"
"6875","Icycle: On Thin Ice","Oct 25, 2017","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Damp Gnat","Damp Gnat"
"6876","Theyest Thou","Feb 26, 2020","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Narayan Walters","Narayan Walters"
"6877","Pixel Samurai","Jun 16, 2022","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ArtofKingsgame","ArtofKingsgame"
"6878","Relow","Feb 26, 2020","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Relow Digital, Tommaso Romanò","Relow Digital"
"6879","BAAM SQUAD","Apr 20, 2018","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","5minlab","5minlab"
"6880","Secret Agent","Feb 1, 1992","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","3D Realms (Apogee Software)","3D Realms (Apogee Software)"
"6882","World War Zero","Oct 25, 2002","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Rebellion","Rebellion"
"6883","WARPZONE DRIFTER","Nov 19, 2018","$0.27","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Walter Machado","Walter Machado"
"6885","Angel's Gear","Feb 14, 2023","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Scumhead","Scumhead"
"6887","Climber: Sky is the Limit","Nov 21, 2022","$21.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","A2 Softworks, Art Games Studio S.A.","Art Games Studio S.A., G-DEVS.com"
"6888","Bear Football","Jul 30, 2017","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Hero Game","Hero Game"
"6889","Piko Piko","Apr 27, 2022","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Marquet","KOMODO"
"6890","Project RIP","Oct 12, 2019","$2.79","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Storming Tech","Storming Tech"
"6893","Yousei Daisensou ~ Touhou Sangetsusei","Aug 14, 2010","$10.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","上海アリス幻樂団","Mediascape Co., Ltd."
"6895","Project Starship X","Jun 18, 2020","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Panda Indie Studio","Panda Indie Studio"
"6896","IRON GUARD VR","Sep 1, 2021","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Xlab Digital","Xlab Digital"
"6897","Willy Jetman: Astromonkey's Revenge","Jan 31, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Last Chicken Games","Last Chicken Games"
"6898","SEARCH PARTY: Director's Cut","Mar 4, 2021","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","games by lum","Torture Star Video"
"6900","Ravva and the Cyclops Curse","Jan 15, 2019","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Galope Studios","Galope Studios"
"6901","Space Elite Force II","Feb 3, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Rising Moon Games","Rising Moon Games"
"6902","Dawn of the Monsters","Mar 15, 2022","$29.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","13AM Games, WayForward","WayForward"
"6903","孙悟空大战机器金刚 / Sun Wukong VS Robot","Jan 20, 2019","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Bitca","Bitca"
"6904","Blake Stone: Aliens of Gold","Dec 3, 1993","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","JAM Productions","Apogee Entertainment"
