Game,Release date,Price,Owners,Developer(s),Publisher(s),Owners_min,Owners_max,Owners_min_text,Owners_max_text,dev_pub_relation,accion,aventura,deportes,early,estrategia,free,mmorpg,rpg,simulacion,indie,Release year,dev_code
The Curse Of Mantras,2022-03-14,24.99,"0 .. 20,000",Winter Wolves,Winter Wolves,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,0,1,2022.0,47
Fantasy Match Puzzle,2021-09-19,0.39,"0 .. 20,000",Boogygames Studios,Boogygames Studios,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,1,0,1,2021.0,14
Hidden Object Hunt Classic,2021-09-28,0.39,"0 .. 20,000",Boogygames Studios,Boogygames Studios,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,1,0,1,2021.0,14
Sliding Puzzle Deluxe The Classic,2022-11-17,2.99,"0 .. 20,000",Boogygames Studios,Boogygames Studios,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,0,1,2022.0,14
Childhood Dreams - Jigsaw Puzzle,2023-03-23,0.99,"0 .. 20,000",Boogygames Studios,Boogygames Studios,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,0,1,2023.0,14
Jigsaw Puzzle - Baby Animals,2023-03-28,0.99,"0 .. 20,000",Boogygames Studios,Boogygames Studios,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,0,1,2023.0,14
Hidden Objects - Cartoon Fantasy,2021-09-18,0.39,"0 .. 20,000",Boogygames Studios,Boogygames Studios,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,1,0,1,2021.0,14
Merge Beasts - Defense Game,2022-06-01,0.39,"0 .. 20,000",Boogygames Studios,Boogygames Studios,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,1,1,1,2022.0,14
Find Objects,2021-08-10,0.39,"0 .. 20,000",Boogygames Studios,Boogygames Studios,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,1,0,1,2021.0,14
Tile Connect - Onet Match,2021-09-23,0.39,"0 .. 20,000",Boogygames Studios,Boogygames Studios,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,1,0,1,2021.0,14
Lack of Water,2021-10-15,5.99,"0 .. 20,000",QuickBobber,QuickBobber,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,0,1,2021.0,42
In Shape 2,2021-11-23,3.99,"0 .. 20,000",QuickBobber,QuickBobber,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,0,1,2021.0,42
Christmas Sort Puzzle,2021-12-14,0.39,"0 .. 20,000",Boogygames Studios,Boogygames Studios,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,0,1,2021.0,14
Retro Style - Pixel Art Jigsaw Puzzles,2023-02-27,0.49,"0 .. 20,000",Boogygames Studios,Boogygames Studios,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,0,1,2023.0,14
ReBall,2021-06-12,2.99,"0 .. 20,000",QuickBobber,QuickBobber,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,0,1,2021.0,42
NOBUNAGA'S AMBITION: Sengoku Gunyuuden,2017-02-21,19.99,"0 .. 20,000","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,0,0,2017.0,5
Classic Memory Game,2022-07-01,0.49,"0 .. 20,000",Boogygames Studios,Boogygames Studios,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,0,1,2022.0,14
幻境恋人-Fairy tale plan,2022-12-01,11.99,"0 .. 20,000",橙光游戏,橙光游戏,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,1,0,1,2022.0,32
Cats - Classic Onet Connect,2021-08-06,0.39,"0 .. 20,000",Boogygames Studios,Boogygames Studios,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,1,0,1,2021.0,14
Christmas Slots - Casino Game,2021-10-19,0.39,"0 .. 20,000",Boogygames Studios,Boogygames Studios,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,1,1,2021.0,14
Twilight's Last Gleaming,2019-11-01,9.99,"0 .. 20,000",HexWar Games,HexWar Games,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,0,0,2019.0,54
Idle Business Tycoon - Build Simulator,2022-04-29,0.39,"0 .. 20,000",Boogygames Studios,Boogygames Studios,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,1,1,2022.0,14
Case Simulator Weapons and Armors,2018-11-15,0.59,"0 .. 20,000",Boogygames Studios,Boogygames Studios,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,1,1,1,2018.0,14
Chickamauga Battles,2020-08-27,9.99,"0 .. 20,000",HexWar Games,HexWar Games,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,0,0,2020.0,54
Merge Cats - Idle Game,2022-04-13,0.49,"0 .. 20,000",Boogygames Studios,Boogygames Studios,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,1,1,2022.0,14
Ancient Battle: Alexander,2019-07-25,9.99,"0 .. 20,000",HexWar Games,HexWar Games,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,0,0,2019.0,54
Woodland Saga,2020-08-14,2.99,"0 .. 20,000",Sokpop Collective,Sokpop Collective,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,0,1,2020.0,28
Rebels & Redcoats,2019-09-25,9.99,"0 .. 20,000",HexWar Games,HexWar Games,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,0,0,2019.0,54
100 Years’ War,2019-08-09,9.99,"0 .. 20,000",HexWar Games,HexWar Games,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,0,0,2019.0,54
Ancient Battle: Successors,2019-09-04,9.99,"0 .. 20,000",HexWar Games,HexWar Games,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,0,0,2019.0,54
Great Battles of the American Civil War,2019-10-24,9.99,"0 .. 20,000",HexWar Games,HexWar Games,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,0,0,2019.0,54
Biz Builder Delux,2023-03-19,8.99,"0 .. 20,000","Kairosoft Co.,Ltd","Kairosoft Co.,Ltd",0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,1,1,2023.0,52
Case Opener Guns,2018-11-21,0.39,"0 .. 20,000",Boogygames Studios,Boogygames Studios,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,1,1,1,2018.0,14
Napoleon in Russia,2020-02-05,9.99,"0 .. 20,000",HexWar Games,HexWar Games,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,0,0,2020.0,54
soko loco,2018-09-12,2.99,"0 .. 20,000",Sokpop Collective,Sokpop Collective,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,1,1,2018.0,28
Hold the Line: The American Revolution,2017-08-18,14.99,"0 .. 20,000",HexWar Games,HexWar Games,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,0,0,2017.0,54
Puzzle Monarch: Nile River,2018-09-23,4.99,"0 .. 20,000",Ripknot Systems,Ripknot Systems,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,0,1,2018.0,23
Uniseas,2019-12-12,2.99,"0 .. 20,000",Sokpop Collective,Sokpop Collective,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,1,1,2019.0,28
Fast Typing Master,2020-10-28,0.49,"0 .. 20,000",Boogygames Studios,Boogygames Studios,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,0,1,2020.0,14
Columns,2010-09-13,0.99,"0 .. 20,000",SEGA,SEGA,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,0,0,2010.0,7
Automatic war,2022-11-02,4.99,"0 .. 20,000",Luci Entertainment,Luci Entertainment,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,0,1,2022.0,17
Lightning: D-Day,2017-07-14,9.99,"0 .. 20,000",HexWar Games,HexWar Games,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,0,0,2017.0,54
Kings,2018-11-02,0.28,"0 .. 20,000",RewindApp,RewindApp,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,0,1,2018.0,11
Good Goods Incorporated,2019-08-31,2.99,"0 .. 20,000",Sokpop Collective,Sokpop Collective,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,1,1,2019.0,28
Ancient Battle: Hannibal,2018-12-07,9.99,"0 .. 20,000",HexWar Games,HexWar Games,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,0,0,2018.0,54
Puzzle Monarch: Egypt,2018-09-20,4.99,"0 .. 20,000",Ripknot Systems,Ripknot Systems,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,0,1,2018.0,23
Colony On Mars,2018-01-04,1.99,"0 .. 20,000","Nikita ""Ghost_RUS""",Ghost_RUS Games,0.00E+00,20000.0,0,20.0K,distinto,0,0,0,0,1,0,0,0,1,1,2018.0,24
Wars of the Roses,2019-11-27,9.99,"0 .. 20,000",HexWar Games,HexWar Games,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,0,0,2019.0,54
Puzzle Monarch: Vampires,2018-08-09,4.99,"0 .. 20,000",Ripknot Systems,Ripknot Systems,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,0,1,2018.0,23
Mr.DomusMundi,2021-12-06,4.99,"0 .. 20,000",Dnovel,Dnovel,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,1,0,1,2021.0,19
Civil War: 1865,2017-04-07,9.99,"0 .. 20,000",HexWar Games,HexWar Games,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,0,0,2017.0,54
Tank Battle: 1945,2017-02-16,9.99,"0 .. 20,000",HexWar Games,HexWar Games,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,0,0,2017.0,54
Professor Watts Word Search: Yummy Foods,2018-07-02,4.99,"0 .. 20,000",Ripknot Systems,Ripknot Systems,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,0,1,2018.0,23
Cat's Life Jigsaw Puzzles,2021-03-25,0.59,"0 .. 20,000",Boogygames Studios,Boogygames Studios,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,0,1,2021.0,14
Tropical Resort Story,2023-04-09,8.09,"0 .. 20,000","Kairosoft Co.,Ltd","Kairosoft Co.,Ltd",0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,1,1,2023.0,52
Medieval Battle: Europe,2018-11-14,9.99,"0 .. 20,000",HexWar Games,HexWar Games,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,0,0,2018.0,54
Tank Battle: Normandy,2017-06-09,9.99,"0 .. 20,000",HexWar Games,HexWar Games,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,0,0,2017.0,54
Civil War: Bull Run 1861,2017-07-21,9.99,"0 .. 20,000",HexWar Games,HexWar Games,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,0,0,2017.0,54
King of the Sandcastle,2018-02-28,2.99,"0 .. 20,000",Sokpop Collective,Sokpop Collective,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,1,0,0,1,2018.0,28
8-Bit Farm,2022-10-30,8.99,"0 .. 20,000","Kairosoft Co.,Ltd","Kairosoft Co.,Ltd",0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,1,1,2022.0,52
Fire and Fury: English Civil War,2018-12-19,9.99,"0 .. 20,000",HexWar Games,HexWar Games,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,0,0,2018.0,54
Wellington's Victory,2019-08-21,9.99,"0 .. 20,000",HexWar Games,HexWar Games,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,0,0,2019.0,54
The Pyraplex,2023-02-12,8.99,"0 .. 20,000","Kairosoft Co.,Ltd","Kairosoft Co.,Ltd",0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,1,1,2023.0,52
Twinship,2019-03-14,0.28,"0 .. 20,000",RewindApp,RewindApp,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,0,1,2019.0,11
World of Feudal,2018-06-15,1.99,"0 .. 20,000",ImperiumGame,ImperiumGame,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,1,1,1,2018.0,21
Epic Astro Story,2022-10-10,8.99,"0 .. 20,000","Kairosoft Co.,Ltd","Kairosoft Co.,Ltd",0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,1,1,1,2022.0,52
Battles of the Ancient World,2017-09-15,9.99,"0 .. 20,000",HexWar Games,HexWar Games,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,0,0,2017.0,54
Spider-Robots War,2021-04-02,2.99,"0 .. 20,000",Laush Dmitriy Sergeevich,Laush Studio,0.00E+00,20000.0,0,20.0K,distinto,0,0,0,0,1,0,0,0,0,1,2021.0,22
1812: The Invasion of Canada,2017-08-04,24.99,"0 .. 20,000",HexWar Games,HexWar Games,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,0,0,2017.0,54
Cortex,2018-11-02,0.28,"0 .. 20,000",RewindApp,RewindApp,0.00E+00,20000.0,0,20.0K,igual,1,0,0,0,1,0,0,0,0,1,2018.0,11
Kairobotica,2023-01-15,8.99,"0 .. 20,000","Kairosoft Co.,Ltd","Kairosoft Co.,Ltd",0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,1,1,1,2023.0,52
Tank Battle: Pacific,2017-07-27,9.99,"0 .. 20,000",HexWar Games,HexWar Games,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,0,0,2017.0,54
Professor Watts Memory Match: Cats,2018-09-18,4.99,"0 .. 20,000",Ripknot Systems,Ripknot Systems,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,0,1,2018.0,23
Nuts!: The Battle of the Bulge,2016-02-12,9.99,"0 .. 20,000",HexWar Games,HexWar Games,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,0,0,2016.0,54
Mega Mall Story 2,2023-03-05,8.99,"0 .. 20,000","Kairosoft Co.,Ltd","Kairosoft Co.,Ltd",0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,1,1,2023.0,52
Magazine Mogul,2022-09-04,8.99,"0 .. 20,000","Kairosoft Co.,Ltd","Kairosoft Co.,Ltd",0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,1,1,2022.0,52
Fly Tales,2022-08-19,4.49,"0 .. 20,000","Atomic Fabrik, Cristian Manolachi","Atomic Fabrik, Cristian Manolachi",0.00E+00,20000.0,0,20.0K,igual,0,1,0,0,1,0,0,0,1,1,2022.0,16
Pocket Harvest,2023-01-15,8.99,"0 .. 20,000","Kairosoft Co.,Ltd","Kairosoft Co.,Ltd",0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,1,1,2023.0,52
NOBUNAGA’S AMBITION: Shouseiroku with Power Up Kit,2017-07-25,19.99,"0 .. 20,000","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,0,0,2017.0,5
Neon Sun,2018-02-14,1.99,"0 .. 20,000",CSM,W.T.B.,0.00E+00,20000.0,0,20.0K,distinto,0,0,0,0,1,0,0,0,1,1,2018.0,35
Pocket Arcade Story,2022-09-25,8.99,"0 .. 20,000","Kairosoft Co.,Ltd","Kairosoft Co.,Ltd",0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,1,1,2022.0,52
Game Of Puzzles: Nature,2019-04-11,2.99,"0 .. 20,000",Snkl Studio,Snkl Studio,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,0,1,2019.0,34
March to a Million,2022-10-30,8.99,"0 .. 20,000","Kairosoft Co.,Ltd","Kairosoft Co.,Ltd",0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,1,1,2022.0,52
Game Of Puzzles: Dinosaurs,2020-05-07,2.99,"0 .. 20,000",Snkl Studio,Snkl Studio,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,0,1,2020.0,34
NOBUNAGA'S AMBITION: Ranseiki with Power Up Kit,2017-10-17,19.99,"0 .. 20,000","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,0,0,2017.0,5
Beastrun,2021-06-28,4.99,"0 .. 20,000",Sokpop Collective,Sokpop Collective,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,1,1,2021.0,28
Professor Watts Memory Match: Shapes And Colors,2017-07-27,4.99,"0 .. 20,000",Ripknot Systems,Ripknot Systems,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,0,1,2017.0,23
Civil War: Gettysburg,2017-08-25,9.99,"0 .. 20,000",HexWar Games,HexWar Games,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,0,0,2017.0,54
Planet Stronghold: Colonial Defense,2016-03-09,19.99,"0 .. 20,000",Winter Wolves,Winter Wolves,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,0,1,2016.0,47
NOBUNAGA'S AMBITION: Reppuden with Power Up Kit,2017-08-29,19.99,"0 .. 20,000","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,0,0,2017.0,5
Civil War: 1863,2016-06-21,9.99,"0 .. 20,000",HexWar Games,HexWar Games,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,0,0,2016.0,54
World Cruise Story,2022-10-30,8.99,"0 .. 20,000","Kairosoft Co.,Ltd","Kairosoft Co.,Ltd",0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,1,1,2022.0,52
Hentai Forest,2018-11-12,0.28,"0 .. 20,000",RewindApp,RewindApp,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,0,1,2018.0,11
Yardlings,2020-05-04,2.99,"0 .. 20,000",Sokpop Collective,Sokpop Collective,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,0,1,2020.0,28
Lairchitect,2020-06-27,2.99,"0 .. 20,000",Sokpop Collective,Sokpop Collective,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,0,1,2020.0,28
Hot Springs Story 2,2022-12-18,8.99,"0 .. 20,000","Kairosoft Co.,Ltd","Kairosoft Co.,Ltd",0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,1,1,2022.0,52
Trivia Vault: Technology Trivia Deluxe,2017-12-21,14.99,"0 .. 20,000",Ripknot Systems,Ripknot Systems,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,1,1,2017.0,23
Hentai Space,2018-10-08,0.28,"0 .. 20,000",RewindApp,RewindApp,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,0,1,2018.0,11
Trivia Vault: Health Trivia Deluxe,2018-01-23,14.99,"0 .. 20,000",Ripknot Systems,Ripknot Systems,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,1,1,2018.0,23
Soko Loco Deluxe,2019-11-13,9.99,"0 .. 20,000",Sokpop Collective,Sokpop Collective,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,1,1,2019.0,28
Anime Studio Story,2022-08-07,8.99,"0 .. 20,000","Kairosoft Co.,Ltd","Kairosoft Co.,Ltd",0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,1,1,2022.0,52
Oh! Edo Towns,2022-09-04,8.99,"0 .. 20,000","Kairosoft Co.,Ltd","Kairosoft Co.,Ltd",0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,1,1,2022.0,52
Trivia Vault: Classic Rock Trivia 2,2017-08-23,9.99,"0 .. 20,000",Ripknot Systems,Ripknot Systems,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,1,1,2017.0,23
Trivia Vault: Science & History Trivia,2017-08-14,9.99,"0 .. 20,000",Ripknot Systems,Ripknot Systems,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,1,1,2017.0,23
Pocket Clothier,2022-07-24,8.99,"0 .. 20,000","Kairosoft Co.,Ltd","Kairosoft Co.,Ltd",0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,1,1,2022.0,52
Beastie Bay DX,2022-12-18,8.99,"0 .. 20,000","Kairosoft Co.,Ltd","Kairosoft Co.,Ltd",0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,1,1,1,2022.0,52
Poor Stickman,2019-02-26,0.28,"0 .. 20,000",RewindApp,RewindApp,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,0,1,2019.0,11
The Ramen Sensei,2022-09-04,8.99,"0 .. 20,000","Kairosoft Co.,Ltd","Kairosoft Co.,Ltd",0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,1,1,2022.0,52
Trivia Vault: Super Heroes Trivia,2017-08-15,9.99,"0 .. 20,000",Ripknot Systems,Ripknot Systems,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,1,1,2017.0,23
Burger Bistro Story,2023-01-15,8.99,"0 .. 20,000","Kairosoft Co.,Ltd","Kairosoft Co.,Ltd",0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,1,1,2023.0,52
Game Of Puzzles: Dragons,2019-05-09,2.99,"0 .. 20,000",Snkl Studio,Snkl Studio,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,0,1,2019.0,34
Trivia Vault: 1980's Trivia,2017-08-16,9.99,"0 .. 20,000",Ripknot Systems,Ripknot Systems,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,1,1,2017.0,23
Forest Camp Story,2022-11-27,8.99,"0 .. 20,000","Kairosoft Co.,Ltd","Kairosoft Co.,Ltd",0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,1,1,2022.0,52
Guardener,2022-06-21,4.99,"0 .. 20,000",Sokpop Collective,Sokpop Collective,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,0,1,2022.0,28
Sunset Kingdom,2019-09-27,2.99,"0 .. 20,000",Sokpop Collective,Sokpop Collective,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,1,0,0,0,1,1,2019.0,28
Dinosaur Hunt Puzzle,2018-06-13,0.28,"50,000 .. 100,000",Racing Bros,ANPA.US,5.00E+04,100000.0,50.0K,100.0K,distinto,0,0,0,0,0,0,0,0,0,1,2018.0,10
FINAL FANTASY XIV Online,2014-02-18,19.99,"2,000,000 .. 5,000,000",Square Enix,Square Enix,2.00E+06,5000000.0,2.0M,5.0M,igual,0,0,0,0,0,0,1,1,0,0,2014.0,9
Tomscape,2018-05-09,2.99,"0 .. 20,000",Sokpop Collective,Sokpop Collective,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,0,0,1,1,0,1,2018.0,28
RRRR,2018-11-28,1.99,"0 .. 20,000",Dnovel,Dnovel,0.00E+00,20000.0,0,20.0K,igual,1,1,0,0,0,0,1,0,0,1,2018.0,19
Multiplayer Werewolves,2023-02-07,0.99,"0 .. 20,000",Archor Wright,Archor Games,0.00E+00,20000.0,0,20.0K,distinto,0,0,0,0,0,0,1,0,0,0,2023.0,36
Chatventures,2020-02-14,2.99,"0 .. 20,000",Sokpop Collective,Sokpop Collective,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,0,0,1,1,0,1,2020.0,28
FINAL FANTASY XI: Ultimate Collection Seekers Edition,2013-04-19,29.99,"0 .. 20,000",Square Enix,Square Enix,0.00E+00,20000.0,0,20.0K,igual,0,0,0,0,0,0,1,0,0,0,2013.0,9
FINAL FANTASY VII,2013-07-04,11.99,"1,000,000 .. 2,000,000",Square Enix,Square Enix,1.00E+06,2000000.0,1.0M,2.0M,igual,0,0,0,0,0,0,0,1,0,0,2013.0,9
FINAL FANTASY XV WINDOWS EDITION,2018-03-06,34.99,"1,000,000 .. 2,000,000",Square Enix,Square Enix,1.00E+06,2000000.0,1.0M,2.0M,igual,0,0,0,0,0,0,0,1,0,0,2018.0,9
FINAL FANTASY IX,2016-04-14,20.99,"500,000 .. 1,000,000",Square Enix,Square Enix,5.00E+05,1000000.0,500.0K,1.0M,igual,0,0,0,0,0,0,0,1,0,0,2016.0,9
FINAL FANTASY XII THE ZODIAC AGE,2018-02-01,49.99,"500,000 .. 1,000,000",Square Enix,Square Enix,5.00E+05,1000000.0,500.0K,1.0M,igual,0,0,0,0,0,0,0,1,0,0,2018.0,9
FINAL FANTASY VIII,2013-12-05,11.99,"500,000 .. 1,000,000",Square Enix,Square Enix,5.00E+05,1000000.0,500.0K,1.0M,igual,0,0,0,0,0,0,0,1,0,0,2013.0,9
FINAL FANTASY XIII,2014-10-09,15.99,"500,000 .. 1,000,000",Square Enix,Square Enix,5.00E+05,1000000.0,500.0K,1.0M,igual,0,0,0,0,0,0,0,1,0,0,2014.0,9
FINAL FANTASY X/X-2 HD Remaster,2016-05-12,29.99,"500,000 .. 1,000,000",Square Enix,Square Enix,5.00E+05,1000000.0,500.0K,1.0M,igual,0,0,0,0,0,0,0,1,0,0,2016.0,9
Atelier Ryza: Ever Darkness & the Secret Hideout,2019-10-28,59.99,"200,000 .. 500,000","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",2.00E+05,500000.0,200.0K,500.0K,igual,0,0,0,0,0,0,0,1,0,0,2019.0,5
Might & Magic X - Legacy,2014-01-23,29.99,"200,000 .. 500,000",Ubisoft,Ubisoft,2.00E+05,500000.0,200.0K,500.0K,igual,0,0,0,0,0,0,0,1,0,0,2014.0,4
Final Fantasy III (3D Remake),2014-05-27,15.99,"200,000 .. 500,000",Square Enix,Square Enix,2.00E+05,500000.0,200.0K,500.0K,igual,0,0,0,0,0,0,0,1,0,0,2014.0,9
FINAL FANTASY II,2021-07-28,11.99,"200,000 .. 500,000",Square Enix,Square Enix,2.00E+05,500000.0,200.0K,500.0K,igual,0,0,0,0,0,0,0,1,0,0,2021.0,9
FINAL FANTASY VIII - REMASTERED,2019-09-03,19.99,"200,000 .. 500,000",Square Enix,Square Enix,2.00E+05,500000.0,200.0K,500.0K,igual,0,1,0,0,0,0,0,1,0,0,2019.0,9
Star Trek: Bridge Crew,2017-05-30,24.99,"200,000 .. 500,000",Ubisoft,Ubisoft,2.00E+05,500000.0,200.0K,500.0K,igual,0,0,0,0,0,0,0,1,1,0,2017.0,4
